,_id,postUrl,title,description,score,statistics.actual.likeCount,statistics.actual.shareCount,statistics.actual.commentCount,statistics.expected.likeCount,statistics.expected.shareCount,statistics.expected.commentCount,minmax_norm
21,60fa3d840302c91ae1a08a8a,https://www.facebook.com/groups/1224957990848536/permalink/2813515108659475,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.4782608695652173,31,9,64,12,8,6,0.0026032919046019482
22,60fa3d840302c91ae1a08a8b,https://www.facebook.com/1819025611662622/posts/2260274480871064,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.4565217391304346,49,29,20,11,7,8,0.004114880752435338
23,60fa3d840302c91ae1a08a8c,https://www.facebook.com/groups/898294996931581/permalink/2013575992070137,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.4318181818181817,50,21,24,7,6,9,0.004198857910648304
24,60fa3d840302c91ae1a08a8d,https://www.facebook.com/groups/409935356025494/permalink/738129033206123,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.6666666666666665,42,29,12,13,6,3,0.003527040644944575
25,60fa3d840302c91ae1a08a8e,https://www.facebook.com/groups/1717149441880389/permalink/2138261636435832,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",3.8461538461538463,40,38,13,4,3,4,0.003359086328518643
26,60fa3d840302c91ae1a08a8f,https://www.facebook.com/429983573709569/posts/2643516905689547,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",4.130434782608695,36,30,4,14,3,2,0.0030231776956667787
27,60fa3d840302c91ae1a08a90,https://www.facebook.com/groups/785330608266029/permalink/1483907538408329,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.0,7,2,73,8,6,12,0.0005878401074907626
28,60fa3d840302c91ae1a08a91,https://www.facebook.com/266380770439015/posts/491407204603036,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",4.894736842105263,46,28,6,5,3,4,0.0038629492777964396
29,60fa3d840302c91ae1a08a92,https://www.facebook.com/groups/376836219188958/permalink/1229711150568123,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.3,40,22,8,6,4,5,0.003359086328518643
30,60fa3d840302c91ae1a08a93,https://www.facebook.com/737450069646840/posts/2067763619948805,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",3.7,40,27,7,4,3,2,0.003359086328518643
31,60fa3d840302c91ae1a08a94,https://www.facebook.com/groups/451240844897353/permalink/2008446455843443,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.8709677419354838,7,2,44,2,2,4,0.0005878401074907626
32,60fa3d840302c91ae1a08a95,https://www.facebook.com/groups/208888799262642/permalink/1224048277746684,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.4054054054054055,25,16,7,5,4,6,0.002099428955324152
33,60fa3d840302c91ae1a08a96,https://www.facebook.com/groups/201400456550746/permalink/2121865711170868,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.4761904761904763,5,6,37,3,2,3,0.0004198857910648304
34,60fa3d840302c91ae1a08a97,https://www.facebook.com/groups/346515329081671/permalink/735028066897060,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.6451612903225807,27,14,7,5,4,4,0.002267383271750084
35,60fa3d840302c91ae1a08a98,https://www.facebook.com/groups/119965511397379/permalink/2012151795512065,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.7,24,8,15,5,4,4,0.002015451797111186
36,60fa3d840302c91ae1a08a99,https://www.facebook.com/groups/1395317920719019/permalink/2128764590707678,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.96,24,18,1,4,3,2,0.002015451797111186
37,60fa3d840302c91ae1a08a9a,https://www.facebook.com/groups/224177848136449/permalink/319342245286675,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",2.130434782608696,22,11,11,7,3,2,0.0018474974806852536
38,60fa3d840302c91ae1a08a9b,https://www.facebook.com/groups/220490261419388/permalink/1382854555182947,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.0212765957446808,12,6,26,6,4,10,0.001007725898555593
39,60fa3d840302c91ae1a08a9c,https://www.facebook.com/620702391304071/posts/2422192864488339,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.5,12,10,15,13,5,2,0.001007725898555593
40,60fa3d840302c91ae1a08a9d,https://www.facebook.com/groups/376836219188958/permalink/1229702633902308,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-1.0256410256410255,24,7,1,6,4,5,0.002015451797111186
41,60fa3d840302c91ae1a08a9e,https://www.facebook.com/groups/1661196214097267/permalink/2186935868189963,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.4230769230769231,20,16,1,4,3,4,0.0016795431642593216
42,60fa3d840302c91ae1a08a9f,https://www.facebook.com/249403542131574/posts/424381807967079,Haddad chama Bolsonaro para debate e diz que vai até enfermaria se precisar,"O candidato do PT à Presidência, Fernando Haddad, criticou o fato de Jair Bolsonaro (PSL) não ir ao primeiro debate entre presidenciáveis no segundo turno ...",1.6842105263157894,15,11,1,2,0,2,0.0012596573731944911
43,60fa3d840302c91ae1a08aa0,https://www.facebook.com/groups/1110385222352645/permalink/1978910765500082,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.263157894736842,3,0,18,2,2,3,0.0002519314746388982
44,60fa3d840302c91ae1a08aa1,https://www.facebook.com/224999990860027/posts/2401305146562823,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",1.1578947368421053,16,1,0,2,2,1,0.0013436345314074571
45,60fa3d840302c91ae1a08aa2,https://www.facebook.com/1402784013269423/posts/2133877466826737,This is a re-share of a post,Os médicos de Bolsonaro recomendaram que ele não participe de debates neste momento da campanha #UOLnasUrnas #InformacaocontraoAchismo,1.1578947368421053,13,4,5,2,2,2,0.001091703056768559
46,60fa3d840302c91ae1a08aa3,https://www.facebook.com/1411916152372166/posts/2219872738243166,Haddad chama Bolsonaro para debate e diz que vai até enfermaria se precisar, ,1.0,8,7,2,4,2,2,0.0006718172657037286
47,60fa3d840302c91ae1a08aa4,https://www.facebook.com/groups/1717149441880389/permalink/2138404843088178,This is a re-share of a post,O covarde e seus atestados falsos! Kkkkk,-1.7333333333333334,6,4,4,4,3,4,0.0005038629492777964
48,60fa3d840302c91ae1a08aa5,https://www.facebook.com/1766708896776317/posts/1892156987564840,This is a re-share of a post,Os médicos de Bolsonaro recomendaram que ele não participe de debates neste momento da campanha #UOLnasUrnas #InformacaocontraoAchismo,-2.933333333333333,3,7,2,14,8,4,0.0002519314746388982
49,60fa3d840302c91ae1a08aa6,https://www.facebook.com/groups/139125993404220/permalink/274119079904910,This is a re-share of a post,"Fernando Haddad desafia o cagão do Bostanaro para o Debate até no Hospital se ele quiser!

#EuSouHaddad
#CiroÉHaddad
#HaddadÉCiro",-3.142857142857143,7,4,3,13,9,4,0.0005878401074907626
50,60fa3d840302c91ae1a08aa7,https://www.facebook.com/groups/119965511397379/permalink/2012380378822540,This is a re-share of a post,O covarde e seus atestados falsos! Kkkkk,-2.142857142857143,4,6,4,5,4,4,0.0003359086328518643
51,60fa3d840302c91ae1a08aa8,https://www.facebook.com/groups/119965511397379/permalink/2012024305524814,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-2.3076923076923075,9,2,0,5,4,4,0.0007557944239166947
52,60fa3d840302c91ae1a08aa9,https://www.facebook.com/groups/165797707340492/permalink/305798716673723,This is a re-share of a post,"Fernando Haddad desafia o cagão do Bostanaro para o Debate até no Hospital se ele quiser!

#EuSouHaddad
#CiroÉHaddad
#HaddadÉCiro",-1.6923076923076923,4,2,1,5,3,2,0.0003359086328518643
53,60fa3d840302c91ae1a08aaa,https://www.facebook.com/groups/208888799262642/permalink/1224094517742060,This is a re-share of a post,"Médicos vetam ida do ""coiso"" a debates... Baita ARREGÃO!!! 

""Eu vou até uma enfermaria, na boa, fazer o debate porque nós temos que passar a limpo muita coisa. Ele falou que não quer se estressar, eu não vou estressar ele. Vou falar da forma mais calma possível. Vou falar docemente. Não altero a voz. Nem olho para ele se ele ficar com muito receio. Faço o que ele quiser para ele falar o que ele pensa e debater o país. Com assistência médica, enfermaria, em qualquer ambiente."" (Haddad)",-3.0833333333333335,4,5,2,5,4,6,0.0003359086328518643
54,60fa3d840302c91ae1a08aab,https://www.facebook.com/groups/1364482413680988/permalink/1688403357955557,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-3.090909090909091,2,2,6,6,4,7,0.00016795431642593214
55,60fa3d840302c91ae1a08aac,https://www.facebook.com/groups/1678789269076911/permalink/2301760776779754,This is a re-share of a post,"Covarde e arregão,e cheio de dois pesos e duas medidas, não sustenta o que fala , muda o discurso conforme ocasião...É um merda USADO COMO FANTOCHE DE LÍDER ...Típico de fascistas...Mussolini pintou como forte  fascista e liderou a Itália seguindo a Alemanha em direção ao caos pra toda população , morreu escurraçado, enforcado em praça pública",-2.1818181818181817,5,3,2,4,3,3,0.0004198857910648304
56,60fa3d840302c91ae1a08aad,https://www.facebook.com/groups/335755996589415/permalink/1140006739497666,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",0.5263157894736842,4,0,4,0,5,0,0.0003359086328518643
57,60fa3d840302c91ae1a08aae,https://www.facebook.com/groups/408665799340437/permalink/879509015589444,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-2.0,3,4,3,4,2,4,0.0002519314746388982
58,60fa3d840302c91ae1a08aaf,https://www.facebook.com/1411916152372166/posts/2220427668187673,Haddad chama Bolsonaro para debate e diz que vai até enfermaria se precisar, ,-0.47058823529411764,5,0,1,4,2,2,0.0004198857910648304
59,60fa3d840302c91ae1a08ab0,https://www.facebook.com/233232797187874/posts/477208079457010,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-2.75,6,1,0,3,2,2,0.0005038629492777964
60,60fa3d840302c91ae1a08ab1,https://www.facebook.com/groups/492121680905101/permalink/1827439100706679,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-16.125,1,1,2,58,10,9,8.397715821296607e-05
61,60fa3d840302c91ae1a08ab2,https://www.facebook.com/groups/283552468452638/permalink/1236755026465706,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-3.125,5,0,0,4,3,3,0.0004198857910648304
62,60fa3d840302c91ae1a08ab3,https://www.facebook.com/groups/143091746501111/permalink/321216978688586,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-0.3,4,1,2,3,5,2,0.0003359086328518643
63,60fa3d840302c91ae1a08ab4,https://www.facebook.com/groups/208888799262642/permalink/1224216014396577,This is a re-share of a post,"VAZIO, FROUXO E ARREGÃO

Que Bolsonaro é um nulo, todo mundo já sabe. Sua atuação em 27 anos de Congresso nunca produziu nada que prestasse. Mas o metido a valentão se mostra, também, um covarde de marca maior. O medo de mostrar a própria ignorância nos temas de interesse do Brasil faz ele fugir dos debates. É o único caso da história em que um candidato tá de atestado na campanha. Quem defende ditadura não tem, realmente, capacidade nenhuma para o diálogo. #EleNão #EleNunca #EleJamais #HaddadPresidente #VoteHaddad #Democracia",-5.285714285714286,5,1,1,5,4,6,0.0004198857910648304
64,60fa3d840302c91ae1a08ab5,https://www.facebook.com/groups/1251766268301322/permalink/1457551211056159,This is a re-share of a post,"Fernando Haddad desafia o cagão do Bostanaro para o Debate até no Hospital se ele quiser!

#EuSouHaddad
#CiroÉHaddad
#HaddadÉCiro",-0.5625,3,2,1,3,2,2,0.0002519314746388982
65,60fa3d840302c91ae1a08ab6,https://www.facebook.com/groups/1410993892279167/permalink/2282704531774761,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-4.833333333333333,5,1,0,4,3,4,0.0004198857910648304
66,60fa3d840302c91ae1a08ab7,https://www.facebook.com/groups/954560191418756/permalink/962459520628823,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-4.75,3,0,1,3,2,2,0.0002519314746388982
67,60fa3d840302c91ae1a08ab8,https://www.facebook.com/groups/1410993892279167/permalink/2282657358446145,This is a re-share of a post,Fernando Haddad x ?,-7.25,3,0,0,4,3,4,0.0002519314746388982
68,60fa3d840302c91ae1a08ab9,https://www.facebook.com/groups/1525335587486464/permalink/2100485733304777,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-5.0,0,1,2,3,3,3,0.0
69,60fa3d840302c91ae1a08aba,https://www.facebook.com/groups/1864382370466972/permalink/2250966248475247,This is a re-share of a post,"Vai fraquejar mesmo? kkkk

Vergonha q chama????

""Na manhã desta quarta, Fernando Haddad criticou o fato de Bolsonaro não ir ao primeiro debate entre presidenciáveis no segundo turno e disse que ""irá na enfermaria em que ele estiver"" para encontrar o adversário. ""Eu vou até uma enfermaria, na boa, fazer o debate porque nós temos que passar a limpo muita coisa"", disse o petista a jornalistas estrangeiros em São Paulo""

#Haddadpresidente
#Haddad13
#Haddadsim

https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/10/haddad-chama-bolsonaro-para-debate-e-diz-que-vai-ate-enfermaria-se-precisar.htm?utm_source=facebook&utm_medium=social-media&utm_campaign=noticias&utm_content=geral&cmpid=copiaecola""",-0.7647058823529411,2,1,0,2,2,3,0.00016795431642593214
70,60fa3d840302c91ae1a08abb,https://www.facebook.com/groups/376836219188958/permalink/1229711000568138,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-10.0,3,0,0,6,4,5,0.0002519314746388982
71,60fa3d840302c91ae1a08abc,https://www.facebook.com/groups/376836219188958/permalink/1229765270562711,This is a re-share of a post,"Fernando Haddad desafia o cagão do Bostanaro para o Debate até no Hospital se ele quiser!

#EuSouHaddad
#CiroÉHaddad
#HaddadÉCiro",-10.0,2,1,1,6,4,5,0.00016795431642593214
72,60fa3d840302c91ae1a08abd,https://www.facebook.com/groups/120254648688271/permalink/247549029292165,This is a re-share of a post,"Fernando Haddad desafia o cagão do Bostanaro para o Debate até no Hospital se ele quiser!

#EuSouHaddad
#CiroÉHaddad
#HaddadÉCiro",-5.0,1,1,2,3,2,2,8.397715821296607e-05
73,60fa3d840302c91ae1a08abe,https://www.facebook.com/groups/260600863988585/permalink/1848804868501502,Médicos vetam ida de Bolsonaro a debates; Haddad diz que vai até enfermaria,"Os médicos que acompanham o candidato à Presidência pelo PSL, Jair Bolsonaro, não autorizaram a ida do paciente a debates eleitorais na TV e a eventos de c...",-4.75,4,0,0,3,2,3,0.0003359086328518643
74,60fa3d840302c91ae1a08abf,https://www.facebook.com/groups/1825088571075556/permalink/2131436877107389,This is a re-share of a post,"Fernando Haddad desafia o cagão do Bostanaro para o Debate até no Hospital se ele quiser!

#EuSouHaddad
#CiroÉHaddad
#HaddadÉCiro",-8.75,2,0,2,8,6,4,0.00016795431642593214
75,60fa3d840302c91ae1a08ac0,https://www.facebook.com/groups/2127080964274650/permalink/2143436255972454,This is a re-share of a post,O covarde e seus atestados falsos! Kkkkk,-0.0,2,1,0,1,2,0,0.00016795431642593214
